X_mm,Y_mm,Z_mm,Layer,_matrix_row,_matrix_col
3.7600000000000002,1.89,0.18007499999999999,lower,21,47
3.84,1.89,0.1800774,lower,21,48
3.92,1.89,0.18007979999999998,lower,21,49
4.0,1.89,0.1800822,lower,21,50
4.08,1.89,0.18008459999999998,lower,21,51
4.16,1.89,0.180087,lower,21,52
4.24,1.89,0.18008939999999998,lower,21,53
4.32,1.89,0.1800918,lower,21,54
4.4,1.89,0.18009419999999998,lower,21,55
4.48,1.89,0.1800966,lower,21,56
4.5600000000000005,1.89,0.18009899999999998,lower,21,57
4.64,1.89,0.1801014,lower,21,58
4.72,1.89,0.18010379999999998,lower,21,59
4.8,1.89,0.1801062,lower,21,60
4.88,1.89,0.18010859999999998,lower,21,61
4.96,1.89,0.180111,lower,21,62
5.04,1.89,0.18011339999999998,lower,21,63
5.12,1.89,0.1801158,lower,21,64
5.2,1.89,0.18011819999999998,lower,21,65
5.28,1.89,0.1801206,lower,21,66
5.36,1.89,0.18012299999999998,lower,21,67
5.44,1.89,0.1801254,lower,21,68
5.5200000000000005,1.89,0.18012779999999998,lower,21,69
5.6000000000000005,1.89,0.1801302,lower,21,70
5.68,1.89,0.18013259999999998,lower,21,71
5.76,1.89,0.180135,lower,21,72
5.84,1.89,0.18013739999999998,lower,21,73
5.92,1.89,0.1801398,lower,21,74
6.0,1.89,0.1801422,lower,21,75
6.08,1.89,0.1801446,lower,21,76
6.16,1.89,0.180147,lower,21,77
6.24,1.89,0.1801494,lower,21,78
6.32,1.89,0.1801518,lower,21,79
0.0,1.98,0.1799604,lower,22,0
0.08,1.98,0.1799628,lower,22,1
0.16,1.98,0.1799652,lower,22,2
0.24,1.98,0.1799676,lower,22,3
0.32,1.98,0.17997,lower,22,4
0.4,1.98,0.1799724,lower,22,5
0.48,1.98,0.1799748,lower,22,6
0.56,1.98,0.1799772,lower,22,7
0.64,1.98,0.1799796,lower,22,8
0.72,1.98,0.179982,lower,22,9
0.8,1.98,0.1799844,lower,22,10
0.88,1.98,0.1799868,lower,22,11
0.96,1.98,0.1799892,lower,22,12
1.04,1.98,0.1799916,lower,22,13
1.12,1.98,0.179994,lower,22,14
1.2,1.98,0.1799964,lower,22,15
1.28,1.98,0.1799988,lower,22,16
1.36,1.98,0.1800012,lower,22,17
1.44,1.98,0.18000359999999999,lower,22,18
1.52,1.98,0.180006,lower,22,19
1.6,1.98,0.18000839999999999,lower,22,20
1.68,1.98,0.1800108,lower,22,21
1.76,1.98,0.18001319999999998,lower,22,22
1.84,1.98,0.1800156,lower,22,23
1.92,1.98,0.18001799999999998,lower,22,24
2.0,1.98,0.1800204,lower,22,25
2.08,1.98,0.18002279999999998,lower,22,26
2.16,1.98,0.1800252,lower,22,27
2.24,1.98,0.18002759999999998,lower,22,28
2.32,1.98,0.18003,lower,22,29
2.4,1.98,0.18003239999999998,lower,22,30
2.48,1.98,0.1800348,lower,22,31
2.56,1.98,0.18003719999999998,lower,22,32
2.64,1.98,0.1800396,lower,22,33
2.72,1.98,0.18004199999999998,lower,22,34
2.8000000000000003,1.98,0.1800444,lower,22,35
2.88,1.98,0.18004679999999998,lower,22,36
2.96,1.98,0.1800492,lower,22,37
3.04,1.98,0.1800516,lower,22,38
3.12,1.98,0.180054,lower,22,39
3.2,1.98,0.1800564,lower,22,40
3.2800000000000002,1.98,0.1800588,lower,22,41
3.36,1.98,0.1800612,lower,22,42
3.44,1.98,0.1800636,lower,22,43
3.52,1.98,0.180066,lower,22,44
3.6,1.98,0.1800684,lower,22,45
3.68,1.98,0.1800708,lower,22,46
3.7600000000000002,1.98,0.1800732,lower,22,47
3.84,1.98,0.1800756,lower,22,48
3.92,1.98,0.180078,lower,22,49
4.0,1.98,0.1800804,lower,22,50
4.08,1.98,0.1800828,lower,22,51
4.16,1.98,0.1800852,lower,22,52
4.24,1.98,0.1800876,lower,22,53
4.32,1.98,0.18009,lower,22,54
4.4,1.98,0.18009239999999999,lower,22,55
4.48,1.98,0.1800948,lower,22,56
4.5600000000000005,1.98,0.18009719999999999,lower,22,57
4.64,1.98,0.1800996,lower,22,58
4.72,1.98,0.18010199999999998,lower,22,59
4.8,1.98,0.1801044,lower,22,60
4.88,1.98,0.18010679999999998,lower,22,61
4.96,1.98,0.1801092,lower,22,62
5.04,1.98,0.18011159999999998,lower,22,63
5.12,1.98,0.180114,lower,22,64
5.2,1.98,0.18011639999999998,lower,22,65
5.28,1.98,0.1801188,lower,22,66
5.36,1.98,0.18012119999999998,lower,22,67
5.44,1.98,0.1801236,lower,22,68
5.5200000000000005,1.98,0.18012599999999998,lower,22,69
5.6000000000000005,1.98,0.1801284,lower,22,70
5.68,1.98,0.18013079999999998,lower,22,71
5.76,1.98,0.1801332,lower,22,72
5.84,1.98,0.18013559999999998,lower,22,73
5.92,1.98,0.180138,lower,22,74
6.0,1.98,0.1801404,lower,22,75
6.08,1.98,0.1801428,lower,22,76
6.16,1.98,0.1801452,lower,22,77
6.24,1.98,0.1801476,lower,22,78
6.32,1.98,0.18015,lower,22,79
0.0,2.07,0.1799586,lower,23,0
0.08,2.07,0.179961,lower,23,1
0.16,2.07,0.1799634,lower,23,2
0.24,2.07,0.1799658,lower,23,3
0.32,2.07,0.1799682,lower,23,4
0.4,2.07,0.1799706,lower,23,5
0.48,2.07,0.179973,lower,23,6
0.56,2.07,0.1799754,lower,23,7
0.64,2.07,0.1799778,lower,23,8
0.72,2.07,0.1799802,lower,23,9
0.8,2.07,0.1799826,lower,23,10
0.88,2.07,0.179985,lower,23,11
0.96,2.07,0.1799874,lower,23,12
1.04,2.07,0.1799898,lower,23,13
1.12,2.07,0.1799922,lower,23,14
1.2,2.07,0.1799946,lower,23,15
1.28,2.07,0.179997,lower,23,16
1.36,2.07,0.1799994,lower,23,17
1.44,2.07,0.1800018,lower,23,18
1.52,2.07,0.1800042,lower,23,19
1.6,2.07,0.1800066,lower,23,20
1.68,2.07,0.180009,lower,23,21
1.76,2.07,0.1800114,lower,23,22
1.84,2.07,0.1800138,lower,23,23
1.92,2.07,0.1800162,lower,23,24
2.0,2.07,0.1800186,lower,23,25
2.08,2.07,0.180021,lower,23,26
2.16,2.07,0.1800234,lower,23,27
2.24,2.07,0.18002579999999999,lower,23,28
2.32,2.07,0.1800282,lower,23,29
2.4,2.07,0.18003059999999999,lower,23,30
2.48,2.07,0.180033,lower,23,31
2.56,2.07,0.18003539999999998,lower,23,32
2.64,2.07,0.1800378,lower,23,33
2.72,2.07,0.18004019999999998,lower,23,34
2.8000000000000003,2.07,0.1800426,lower,23,35
2.88,2.07,0.18004499999999998,lower,23,36
2.96,2.07,0.1800474,lower,23,37
3.04,2.07,0.1800498,lower,23,38
3.12,2.07,0.1800522,lower,23,39
3.2,2.07,0.1800546,lower,23,40
3.2800000000000002,2.07,0.180057,lower,23,41
3.36,2.07,0.1800594,lower,23,42
3.44,2.07,0.1800618,lower,23,43
3.52,2.07,0.1800642,lower,23,44
3.6,2.07,0.1800666,lower,23,45
3.68,2.07,0.180069,lower,23,46
3.7600000000000002,2.07,0.1800714,lower,23,47
3.84,2.07,0.1800738,lower,23,48
3.92,2.07,0.1800762,lower,23,49
4.0,2.07,0.1800786,lower,23,50
4.08,2.07,0.180081,lower,23,51
4.16,2.07,0.1800834,lower,23,52
4.24,2.07,0.1800858,lower,23,53
4.32,2.07,0.1800882,lower,23,54
4.4,2.07,0.1800906,lower,23,55
4.48,2.07,0.180093,lower,23,56
4.5600000000000005,2.07,0.1800954,lower,23,57
4.64,2.07,0.1800978,lower,23,58
4.72,2.07,0.1801002,lower,23,59
4.8,2.07,0.1801026,lower,23,60
4.88,2.07,0.180105,lower,23,61
4.96,2.07,0.1801074,lower,23,62
5.04,2.07,0.1801098,lower,23,63
5.12,2.07,0.1801122,lower,23,64
5.2,2.07,0.18011459999999999,lower,23,65
5.28,2.07,0.180117,lower,23,66
5.36,2.07,0.18011939999999999,lower,23,67
5.44,2.07,0.1801218,lower,23,68
5.5200000000000005,2.07,0.18012419999999998,lower,23,69
5.6000000000000005,2.07,0.1801266,lower,23,70
5.68,2.07,0.18012899999999998,lower,23,71
5.76,2.07,0.1801314,lower,23,72
5.84,2.07,0.18013379999999998,lower,23,73
5.92,2.07,0.1801362,lower,23,74
6.0,2.07,0.1801386,lower,23,75
6.08,2.07,0.180141,lower,23,76
6.16,2.07,0.1801434,lower,23,77
6.24,2.07,0.1801458,lower,23,78
6.32,2.07,0.1801482,lower,23,79
0.0,2.16,0.1799568,lower,24,0
0.08,2.16,0.1799592,lower,24,1
0.16,2.16,0.1799616,lower,24,2
0.24,2.16,0.179964,lower,24,3
0.32,2.16,0.1799664,lower,24,4
0.4,2.16,0.1799688,lower,24,5
0.48,2.16,0.1799712,lower,24,6
0.56,2.16,0.1799736,lower,24,7
0.64,2.16,0.179976,lower,24,8
0.72,2.16,0.1799784,lower,24,9
0.8,2.16,0.1799808,lower,24,10
0.88,2.16,0.1799832,lower,24,11
0.96,2.16,0.1799856,lower,24,12
1.04,2.16,0.179988,lower,24,13
1.12,2.16,0.1799904,lower,24,14
1.2,2.16,0.1799928,lower,24,15
1.28,2.16,0.1799952,lower,24,16
1.36,2.16,0.1799976,lower,24,17
1.44,2.16,0.18,lower,24,18
1.52,2.16,0.1800024,lower,24,19
1.6,2.16,0.1800048,lower,24,20
1.68,2.16,0.1800072,lower,24,21
1.76,2.16,0.1800096,lower,24,22
1.84,2.16,0.180012,lower,24,23
1.92,2.16,0.1800144,lower,24,24
2.0,2.16,0.1800168,lower,24,25
2.08,2.16,0.1800192,lower,24,26
2.16,2.16,0.1800216,lower,24,27
2.24,2.16,0.180024,lower,24,28
2.32,2.16,0.1800264,lower,24,29
2.4,2.16,0.1800288,lower,24,30
2.48,2.16,0.1800312,lower,24,31
2.56,2.16,0.1800336,lower,24,32
2.64,2.16,0.180036,lower,24,33
2.72,2.16,0.1800384,lower,24,34
2.8000000000000003,2.16,0.1800408,lower,24,35
2.88,2.16,0.1800432,lower,24,36
2.96,2.16,0.1800456,lower,24,37
3.04,2.16,0.180048,lower,24,38
3.12,2.16,0.1800504,lower,24,39
3.2,2.16,0.1800528,lower,24,40
3.2800000000000002,2.16,0.1800552,lower,24,41
3.36,2.16,0.1800576,lower,24,42
3.44,2.16,0.18006,lower,24,43
3.52,2.16,0.1800624,lower,24,44
3.6,2.16,0.1800648,lower,24,45
3.68,2.16,0.1800672,lower,24,46
3.7600000000000002,2.16,0.1800696,lower,24,47
3.84,2.16,0.180072,lower,24,48
3.92,2.16,0.1800744,lower,24,49
4.0,2.16,0.1800768,lower,24,50
4.08,2.16,0.1800792,lower,24,51
4.16,2.16,0.1800816,lower,24,52
4.24,2.16,0.180084,lower,24,53
4.32,2.16,0.1800864,lower,24,54
4.4,2.16,0.1800888,lower,24,55
4.48,2.16,0.1800912,lower,24,56
4.5600000000000005,2.16,0.1800936,lower,24,57
4.64,2.16,0.180096,lower,24,58
4.72,2.16,0.1800984,lower,24,59
4.8,2.16,0.1801008,lower,24,60
4.88,2.16,0.1801032,lower,24,61
4.96,2.16,0.1801056,lower,24,62
5.04,2.16,0.180108,lower,24,63
5.12,2.16,0.1801104,lower,24,64
5.2,2.16,0.1801128,lower,24,65
5.28,2.16,0.1801152,lower,24,66
5.36,2.16,0.1801176,lower,24,67
5.44,2.16,0.18012,lower,24,68
5.5200000000000005,2.16,0.1801224,lower,24,69
5.6000000000000005,2.16,0.1801248,lower,24,70
5.68,2.16,0.1801272,lower,24,71
5.76,2.16,0.1801296,lower,24,72
5.84,2.16,0.180132,lower,24,73
5.92,2.16,0.1801344,lower,24,74
6.0,2.16,0.1801368,lower,24,75
6.08,2.16,0.1801392,lower,24,76
6.16,2.16,0.1801416,lower,24,77
6.24,2.16,0.180144,lower,24,78
6.32,2.16,0.1801464,lower,24,79
0.0,2.25,0.179955,lower,25,0
0.08,2.25,0.17995740000000002,lower,25,1
0.16,2.25,0.1799598,lower,25,2
0.24,2.25,0.17996220000000002,lower,25,3
0.32,2.25,0.1799646,lower,25,4
0.4,2.25,0.17996700000000002,lower,25,5
0.48,2.25,0.1799694,lower,25,6
0.56,2.25,0.17997180000000002,lower,25,7
0.64,2.25,0.1799742,lower,25,8
0.72,2.25,0.17997660000000001,lower,25,9
0.8,2.25,0.179979,lower,25,10
0.88,2.25,0.1799814,lower,25,11
0.96,2.25,0.1799838,lower,25,12
1.04,2.25,0.1799862,lower,25,13
1.12,2.25,0.1799886,lower,25,14
1.2,2.25,0.179991,lower,25,15
1.28,2.25,0.1799934,lower,25,16
1.36,2.25,0.1799958,lower,25,17
1.44,2.25,0.1799982,lower,25,18
1.52,2.25,0.1800006,lower,25,19
1.6,2.25,0.180003,lower,25,20
1.68,2.25,0.1800054,lower,25,21
1.76,2.25,0.1800078,lower,25,22
1.84,2.25,0.1800102,lower,25,23
1.92,2.25,0.1800126,lower,25,24
2.0,2.25,0.180015,lower,25,25
2.08,2.25,0.1800174,lower,25,26
2.16,2.25,0.1800198,lower,25,27
2.24,2.25,0.1800222,lower,25,28
2.32,2.25,0.1800246,lower,25,29
2.4,2.25,0.180027,lower,25,30
2.48,2.25,0.1800294,lower,25,31
2.56,2.25,0.1800318,lower,25,32
2.64,2.25,0.1800342,lower,25,33
2.72,2.25,0.1800366,lower,25,34
2.8000000000000003,2.25,0.180039,lower,25,35
2.88,2.25,0.1800414,lower,25,36
2.96,2.25,0.1800438,lower,25,37
3.04,2.25,0.18004620000000002,lower,25,38
3.12,2.25,0.1800486,lower,25,39
3.2,2.25,0.18005100000000002,lower,25,40
3.2800000000000002,2.25,0.1800534,lower,25,41
3.36,2.25,0.18005580000000002,lower,25,42
3.44,2.25,0.1800582,lower,25,43
3.52,2.25,0.18006060000000002,lower,25,44
3.6,2.25,0.180063,lower,25,45
3.68,2.25,0.18006540000000001,lower,25,46
3.7600000000000002,2.25,0.1800678,lower,25,47
3.84,2.25,0.1800702,lower,25,48
3.92,2.25,0.1800726,lower,25,49
4.0,2.25,0.180075,lower,25,50
4.08,2.25,0.1800774,lower,25,51
4.16,2.25,0.1800798,lower,25,52
4.24,2.25,0.1800822,lower,25,53
4.32,2.25,0.1800846,lower,25,54
4.4,2.25,0.180087,lower,25,55
4.48,2.25,0.1800894,lower,25,56
4.5600000000000005,2.25,0.1800918,lower,25,57
4.64,2.25,0.1800942,lower,25,58
4.72,2.25,0.1800966,lower,25,59
4.8,2.25,0.180099,lower,25,60
4.88,2.25,0.1801014,lower,25,61
4.96,2.25,0.1801038,lower,25,62
5.04,2.25,0.1801062,lower,25,63
5.12,2.25,0.1801086,lower,25,64
5.2,2.25,0.180111,lower,25,65
5.28,2.25,0.1801134,lower,25,66
5.36,2.25,0.1801158,lower,25,67
5.44,2.25,0.1801182,lower,25,68
5.5200000000000005,2.25,0.1801206,lower,25,69
5.6000000000000005,2.25,0.180123,lower,25,70
5.68,2.25,0.1801254,lower,25,71
5.76,2.25,0.1801278,lower,25,72
5.84,2.25,0.1801302,lower,25,73
5.92,2.25,0.1801326,lower,25,74
6.0,2.25,0.18013500000000002,lower,25,75
6.08,2.25,0.1801374,lower,25,76
6.16,2.25,0.18013980000000002,lower,25,77
6.24,2.25,0.1801422,lower,25,78
6.32,2.25,0.18014460000000002,lower,25,79
0.0,2.34,0.17995319999999998,lower,26,0
0.08,2.34,0.1799556,lower,26,1
0.16,2.34,0.17995799999999998,lower,26,2
0.24,2.34,0.1799604,lower,26,3
0.32,2.34,0.17996279999999998,lower,26,4
0.4,2.34,0.1799652,lower,26,5
0.48,2.34,0.17996759999999998,lower,26,6
0.56,2.34,0.17997,lower,26,7
0.64,2.34,0.17997239999999998,lower,26,8
0.72,2.34,0.1799748,lower,26,9
0.8,2.34,0.17997719999999998,lower,26,10
0.88,2.34,0.1799796,lower,26,11
0.96,2.34,0.17998199999999998,lower,26,12
1.04,2.34,0.1799844,lower,26,13
1.12,2.34,0.17998679999999997,lower,26,14
1.2,2.34,0.1799892,lower,26,15
1.28,2.34,0.17999159999999997,lower,26,16
1.36,2.34,0.179994,lower,26,17
1.44,2.34,0.17999639999999997,lower,26,18
1.52,2.34,0.1799988,lower,26,19
1.6,2.34,0.18000119999999997,lower,26,20
1.68,2.34,0.18000359999999999,lower,26,21
1.76,2.34,0.18000599999999997,lower,26,22
1.84,2.34,0.18000839999999999,lower,26,23
1.92,2.34,0.18001079999999997,lower,26,24
2.0,2.34,0.18001319999999998,lower,26,25
2.08,2.34,0.18001559999999997,lower,26,26
2.16,2.34,0.18001799999999998,lower,26,27
2.24,2.34,0.18002039999999997,lower,26,28
2.32,2.34,0.18002279999999998,lower,26,29
2.4,2.34,0.18002519999999997,lower,26,30
2.48,2.34,0.18002759999999998,lower,26,31
2.56,2.34,0.18002999999999997,lower,26,32
2.64,2.34,0.18003239999999998,lower,26,33
2.72,2.34,0.18003479999999997,lower,26,34
2.8000000000000003,2.34,0.18003719999999998,lower,26,35
2.88,2.34,0.18003959999999997,lower,26,36
2.96,2.34,0.18004199999999998,lower,26,37
3.04,2.34,0.1800444,lower,26,38
3.12,2.34,0.18004679999999998,lower,26,39
3.2,2.34,0.1800492,lower,26,40
3.2800000000000002,2.34,0.18005159999999998,lower,26,41
3.36,2.34,0.180054,lower,26,42
3.44,2.34,0.18005639999999998,lower,26,43
3.52,2.34,0.1800588,lower,26,44
3.6,2.34,0.18006119999999998,lower,26,45
3.68,2.34,0.1800636,lower,26,46
3.7600000000000002,2.34,0.18006599999999998,lower,26,47
3.84,2.34,0.1800684,lower,26,48
3.92,2.34,0.18007079999999998,lower,26,49
4.0,2.34,0.1800732,lower,26,50
4.08,2.34,0.18007559999999997,lower,26,51
4.16,2.34,0.180078,lower,26,52
4.24,2.34,0.18008039999999997,lower,26,53
4.32,2.34,0.1800828,lower,26,54
4.4,2.34,0.18008519999999997,lower,26,55
4.48,2.34,0.1800876,lower,26,56
4.5600000000000005,2.34,0.18008999999999997,lower,26,57
4.64,2.34,0.18009239999999999,lower,26,58
4.72,2.34,0.18009479999999997,lower,26,59
4.8,2.34,0.18009719999999999,lower,26,60
4.88,2.34,0.18009959999999997,lower,26,61
4.96,2.34,0.18010199999999998,lower,26,62
5.04,2.34,0.18010439999999997,lower,26,63
5.12,2.34,0.18010679999999998,lower,26,64
5.2,2.34,0.18010919999999997,lower,26,65
5.28,2.34,0.18011159999999998,lower,26,66
5.36,2.34,0.18011399999999997,lower,26,67
5.44,2.34,0.18011639999999998,lower,26,68
5.5200000000000005,2.34,0.18011879999999997,lower,26,69
5.6000000000000005,2.34,0.18012119999999998,lower,26,70
5.68,2.34,0.18012359999999997,lower,26,71
5.76,2.34,0.18012599999999998,lower,26,72
5.84,2.34,0.18012839999999997,lower,26,73
5.92,2.34,0.18013079999999998,lower,26,74
6.0,2.34,0.1801332,lower,26,75
6.08,2.34,0.18013559999999998,lower,26,76
6.16,2.34,0.180138,lower,26,77
6.24,2.34,0.18014039999999998,lower,26,78
6.32,2.34,0.1801428,lower,26,79
0.0,2.4299999999999997,0.17995139999999998,lower,27,0
0.08,2.4299999999999997,0.1799538,lower,27,1
0.16,2.4299999999999997,0.17995619999999998,lower,27,2
0.24,2.4299999999999997,0.1799586,lower,27,3
0.32,2.4299999999999997,0.17996099999999998,lower,27,4
0.4,2.4299999999999997,0.1799634,lower,27,5
0.48,2.4299999999999997,0.17996579999999998,lower,27,6
0.56,2.4299999999999997,0.1799682,lower,27,7
0.64,2.4299999999999997,0.17997059999999998,lower,27,8
0.72,2.4299999999999997,0.179973,lower,27,9
0.8,2.4299999999999997,0.17997539999999998,lower,27,10
0.88,2.4299999999999997,0.1799778,lower,27,11
0.96,2.4299999999999997,0.17998019999999998,lower,27,12
1.04,2.4299999999999997,0.1799826,lower,27,13
1.12,2.4299999999999997,0.17998499999999998,lower,27,14
1.2,2.4299999999999997,0.1799874,lower,27,15
1.28,2.4299999999999997,0.17998979999999998,lower,27,16
1.36,2.4299999999999997,0.1799922,lower,27,17
1.44,2.4299999999999997,0.17999459999999998,lower,27,18
1.52,2.4299999999999997,0.179997,lower,27,19
1.6,2.4299999999999997,0.17999939999999998,lower,27,20
1.68,2.4299999999999997,0.1800018,lower,27,21
1.76,2.4299999999999997,0.18000419999999998,lower,27,22
1.84,2.4299999999999997,0.1800066,lower,27,23
1.92,2.4299999999999997,0.18000899999999997,lower,27,24
2.0,2.4299999999999997,0.1800114,lower,27,25
2.08,2.4299999999999997,0.18001379999999997,lower,27,26
2.16,2.4299999999999997,0.1800162,lower,27,27
2.24,2.4299999999999997,0.18001859999999997,lower,27,28
2.32,2.4299999999999997,0.180021,lower,27,29
2.4,2.4299999999999997,0.18002339999999997,lower,27,30
2.48,2.4299999999999997,0.18002579999999999,lower,27,31
2.56,2.4299999999999997,0.18002819999999997,lower,27,32
2.64,2.4299999999999997,0.18003059999999999,lower,27,33
2.72,2.4299999999999997,0.18003299999999997,lower,27,34
2.8000000000000003,2.4299999999999997,0.18003539999999998,lower,27,35
2.88,2.4299999999999997,0.18003779999999997,lower,27,36
2.96,2.4299999999999997,0.18004019999999998,lower,27,37
3.04,2.4299999999999997,0.1800426,lower,27,38
3.12,2.4299999999999997,0.18004499999999998,lower,27,39
3.2,2.4299999999999997,0.1800474,lower,27,40
3.2800000000000002,2.4299999999999997,0.18004979999999998,lower,27,41
3.36,2.4299999999999997,0.1800522,lower,27,42
3.44,2.4299999999999997,0.18005459999999998,lower,27,43
3.52,2.4299999999999997,0.180057,lower,27,44
3.6,2.4299999999999997,0.18005939999999998,lower,27,45
3.68,2.4299999999999997,0.1800618,lower,27,46
3.7600000000000002,2.4299999999999997,0.18006419999999998,lower,27,47
3.84,2.4299999999999997,0.1800666,lower,27,48
3.92,2.4299999999999997,0.18006899999999998,lower,27,49
4.0,2.4299999999999997,0.1800714,lower,27,50
4.08,2.4299999999999997,0.18007379999999998,lower,27,51
4.16,2.4299999999999997,0.1800762,lower,27,52
4.24,2.4299999999999997,0.18007859999999998,lower,27,53
4.32,2.4299999999999997,0.180081,lower,27,54
4.4,2.4299999999999997,0.18008339999999998,lower,27,55
4.48,2.4299999999999997,0.1800858,lower,27,56
4.5600000000000005,2.4299999999999997,0.18008819999999998,lower,27,57
4.64,2.4299999999999997,0.1800906,lower,27,58
4.72,2.4299999999999997,0.18009299999999998,lower,27,59
4.8,2.4299999999999997,0.1800954,lower,27,60
4.88,2.4299999999999997,0.18009779999999997,lower,27,61
4.96,2.4299999999999997,0.1801002,lower,27,62
5.04,2.4299999999999997,0.18010259999999997,lower,27,63
5.12,2.4299999999999997,0.180105,lower,27,64
5.2,2.4299999999999997,0.18010739999999997,lower,27,65
5.28,2.4299999999999997,0.1801098,lower,27,66
5.36,2.4299999999999997,0.18011219999999997,lower,27,67
5.44,2.4299999999999997,0.18011459999999999,lower,27,68
5.5200000000000005,2.4299999999999997,0.18011699999999997,lower,27,69
5.6000000000000005,2.4299999999999997,0.18011939999999999,lower,27,70
5.68,2.4299999999999997,0.18012179999999997,lower,27,71
5.76,2.4299999999999997,0.18012419999999998,lower,27,72
5.84,2.4299999999999997,0.18012659999999997,lower,27,73
5.92,2.4299999999999997,0.18012899999999998,lower,27,74
6.0,2.4299999999999997,0.1801314,lower,27,75
6.08,2.4299999999999997,0.18013379999999998,lower,27,76
6.16,2.4299999999999997,0.1801362,lower,27,77
6.24,2.4299999999999997,0.18013859999999998,lower,27,78
6.32,2.4299999999999997,0.180141,lower,27,79
0.0,2.52,0.1799496,lower,28,0
0.08,2.52,0.179952,lower,28,1
0.16,2.52,0.1799544,lower,28,2
0.24,2.52,0.1799568,lower,28,3
0.32,2.52,0.17995919999999999,lower,28,4
0.4,2.52,0.1799616,lower,28,5
0.48,2.52,0.17996399999999999,lower,28,6
0.56,2.52,0.1799664,lower,28,7
0.64,2.52,0.17996879999999998,lower,28,8
0.72,2.52,0.1799712,lower,28,9
0.8,2.52,0.17997359999999998,lower,28,10
0.88,2.52,0.179976,lower,28,11
0.96,2.52,0.17997839999999998,lower,28,12
1.04,2.52,0.1799808,lower,28,13
1.12,2.52,0.17998319999999998,lower,28,14
1.2,2.52,0.1799856,lower,28,15
1.28,2.52,0.17998799999999998,lower,28,16
1.36,2.52,0.1799904,lower,28,17
1.44,2.52,0.17999279999999998,lower,28,18
1.52,2.52,0.1799952,lower,28,19
1.6,2.52,0.17999759999999998,lower,28,20
1.68,2.52,0.18,lower,28,21
1.76,2.52,0.18000239999999998,lower,28,22
1.84,2.52,0.1800048,lower,28,23
1.92,2.52,0.18000719999999998,lower,28,24
2.0,2.52,0.1800096,lower,28,25
2.08,2.52,0.18001199999999998,lower,28,26
2.16,2.52,0.1800144,lower,28,27
2.24,2.52,0.18001679999999998,lower,28,28
2.32,2.52,0.1800192,lower,28,29
2.4,2.52,0.18002159999999998,lower,28,30
2.48,2.52,0.180024,lower,28,31
2.56,2.52,0.18002639999999998,lower,28,32
2.64,2.52,0.1800288,lower,28,33
2.72,2.52,0.18003119999999997,lower,28,34
2.8000000000000003,2.52,0.1800336,lower,28,35
2.88,2.52,0.18003599999999997,lower,28,36
2.96,2.52,0.1800384,lower,28,37
3.04,2.52,0.1800408,lower,28,38
3.12,2.52,0.1800432,lower,28,39
3.2,2.52,0.1800456,lower,28,40
3.2800000000000002,2.52,0.18004799999999999,lower,28,41
3.36,2.52,0.1800504,lower,28,42
3.44,2.52,0.18005279999999999,lower,28,43
3.52,2.52,0.1800552,lower,28,44
3.6,2.52,0.18005759999999998,lower,28,45
3.68,2.52,0.18006,lower,28,46
3.7600000000000002,2.52,0.18006239999999998,lower,28,47
3.84,2.52,0.1800648,lower,28,48
3.92,2.52,0.18006719999999998,lower,28,49
4.0,2.52,0.1800696,lower,28,50
4.08,2.52,0.18007199999999998,lower,28,51
4.16,2.52,0.1800744,lower,28,52
4.24,2.52,0.18007679999999998,lower,28,53
4.32,2.52,0.1800792,lower,28,54
4.4,2.52,0.18008159999999998,lower,28,55
4.48,2.52,0.180084,lower,28,56
4.5600000000000005,2.52,0.18008639999999998,lower,28,57
4.64,2.52,0.1800888,lower,28,58
4.72,2.52,0.18009119999999998,lower,28,59
4.8,2.52,0.1800936,lower,28,60
4.88,2.52,0.18009599999999998,lower,28,61
4.96,2.52,0.1800984,lower,28,62
5.04,2.52,0.18010079999999998,lower,28,63
5.12,2.52,0.1801032,lower,28,64
5.2,2.52,0.18010559999999998,lower,28,65
5.28,2.52,0.180108,lower,28,66
5.36,2.52,0.18011039999999998,lower,28,67
5.44,2.52,0.1801128,lower,28,68
5.5200000000000005,2.52,0.18011519999999998,lower,28,69
5.6000000000000005,2.52,0.1801176,lower,28,70
5.68,2.52,0.18011999999999997,lower,28,71
5.76,2.52,0.1801224,lower,28,72
5.84,2.52,0.18012479999999997,lower,28,73
5.92,2.52,0.1801272,lower,28,74
6.0,2.52,0.1801296,lower,28,75
6.08,2.52,0.180132,lower,28,76
6.16,2.52,0.1801344,lower,28,77
6.24,2.52,0.18013679999999999,lower,28,78
6.32,2.52,0.1801392,lower,28,79
0.0,2.61,0.1799478,lower,29,0
0.08,2.61,0.1799502,lower,29,1
0.16,2.61,0.1799526,lower,29,2
0.24,2.61,0.179955,lower,29,3
0.32,2.61,0.1799574,lower,29,4
0.4,2.61,0.1799598,lower,29,5
0.48,2.61,0.1799622,lower,29,6
0.56,2.61,0.1799646,lower,29,7
0.64,2.61,0.179967,lower,29,8
0.72,2.61,0.1799694,lower,29,9
0.8,2.61,0.1799718,lower,29,10
0.88,2.61,0.1799742,lower,29,11
0.96,2.61,0.1799766,lower,29,12
1.04,2.61,0.179979,lower,29,13
1.12,2.61,0.17998139999999999,lower,29,14
1.2,2.61,0.1799838,lower,29,15
1.28,2.61,0.17998619999999999,lower,29,16
