Precitec Optronik - FSS Explorer v2.749 - SCAN PATH DATA;
ScanProgram: <V450TopologyDemo>;
#Object: AreaScan; PointsPerLine: 30; NumberOfLines: 20;
#Encoder V;Encoder Z;Encoder Y;Encoder X;Thickness 1;Intensity;X Pos [mm];Y Pos [mm]
1;2;3;4;222.299000;50182;0.960000;3.060000
1;2;3;4;222.406520;50181;0.880000;3.060000
1;2;3;4;222.549880;50180;0.800000;3.060000
1;2;3;4;222.729080;50179;0.720000;3.060000
1;2;3;4;222.944120;50178;0.640000;3.060000
1;2;3;4;223.195000;50177;0.560000;3.060000
1;2;3;4;223.481720;50176;0.480000;3.060000
1;2;3;4;223.804280;50175;0.400000;3.060000
1;2;3;4;224.162680;50174;0.320000;3.060000
1;2;3;4;224.556920;50173;0.240000;3.060000
1;2;3;4;224.987000;50172;0.160000;3.060000
1;2;3;4;225.452920;50171;0.080000;3.060000
1;2;3;4;225.954680;50170;0.000000;3.060000
1;2;3;4;226.576760;50180;0.000000;3.240000
1;2;3;4;226.075000;50181;0.080000;3.240000
1;2;3;4;225.609080;50182;0.160000;3.240000
1;2;3;4;225.179000;50183;0.240000;3.240000
1;2;3;4;224.784760;50184;0.320000;3.240000
1;2;3;4;224.426360;50185;0.400000;3.240000
1;2;3;4;224.103800;50186;0.480000;3.240000
1;2;3;4;223.817080;50187;0.560000;3.240000
1;2;3;4;223.566200;50188;0.640000;3.240000
1;2;3;4;223.351160;50189;0.720000;3.240000
1;2;3;4;223.171960;50190;0.800000;3.240000
1;2;3;4;223.028600;50191;0.880000;3.240000
1;2;3;4;222.921080;50192;0.960000;3.240000
1;2;3;4;222.849400;50193;1.040000;3.240000
1;2;3;4;222.813560;50194;1.120000;3.240000
1;2;3;4;222.813560;50195;1.200000;3.240000
1;2;3;4;222.849400;50196;1.280000;3.240000
1;2;3;4;222.921080;50197;1.360000;3.240000
1;2;3;4;223.028600;50198;1.440000;3.240000
1;2;3;4;223.171960;50199;1.520000;3.240000
1;2;3;4;223.351160;50200;1.600000;3.240000
1;2;3;4;223.566200;50201;1.680000;3.240000
1;2;3;4;223.817080;50202;1.760000;3.240000
1;2;3;4;224.103800;50203;1.840000;3.240000
1;2;3;4;224.426360;50204;1.920000;3.240000
1;2;3;4;224.784760;50205;2.000000;3.240000
1;2;3;4;225.179000;50206;2.080000;3.240000
1;2;3;4;225.609080;50207;2.160000;3.240000
1;2;3;4;226.075000;50208;2.240000;3.240000
1;2;3;4;226.576760;50209;2.320000;3.240000
1;2;3;4;227.276600;50219;2.320000;3.420000
1;2;3;4;226.774840;50218;2.240000;3.420000
1;2;3;4;226.308920;50217;2.160000;3.420000
1;2;3;4;225.878840;50216;2.080000;3.420000
1;2;3;4;225.484600;50215;2.000000;3.420000
1;2;3;4;225.126200;50214;1.920000;3.420000
1;2;3;4;224.803640;50213;1.840000;3.420000
1;2;3;4;224.516920;50212;1.760000;3.420000
1;2;3;4;224.266040;50211;1.680000;3.420000
1;2;3;4;224.051000;50210;1.600000;3.420000
1;2;3;4;223.871800;50209;1.520000;3.420000
1;2;3;4;223.728440;50208;1.440000;3.420000
1;2;3;4;223.620920;50207;1.360000;3.420000
1;2;3;4;223.549240;50206;1.280000;3.420000
1;2;3;4;223.513400;50205;1.200000;3.420000
1;2;3;4;223.513400;50204;1.120000;3.420000
1;2;3;4;223.549240;50203;1.040000;3.420000
1;2;3;4;223.620920;50202;0.960000;3.420000
1;2;3;4;223.728440;50201;0.880000;3.420000
1;2;3;4;223.871800;50200;0.800000;3.420000
1;2;3;4;224.051000;50199;0.720000;3.420000
1;2;3;4;224.266040;50198;0.640000;3.420000
1;2;3;4;224.516920;50197;0.560000;3.420000
1;2;3;4;224.803640;50196;0.480000;3.420000
1;2;3;4;225.126200;50195;0.400000;3.420000
1;2;3;4;225.484600;50194;0.320000;3.420000
1;2;3;4;225.878840;50193;0.240000;3.420000
1;2;3;4;226.308920;50192;0.160000;3.420000
1;2;3;4;226.774840;50191;0.080000;3.420000
1;2;3;4;227.276600;50190;0.000000;3.420000
