X_mm,Y_mm,Z_um
4.840183,-18.721461,468.481682
5.022831,-18.721461,462.597504
5.205479,-18.721461,463.929041
5.388128,-18.721461,464.763560
5.570776,-18.721461,457.189942
5.753425,-18.721461,465.810181
5.936073,-18.721461,464.622999
6.118721,-18.721461,470.598631
6.301370,-18.721461,456.855524
6.484018,-18.721461,467.797596
6.666667,-18.721461,464.924985
6.849315,-18.721461,465.519602
7.031963,-18.721461,467.915249
7.214612,-18.721461,473.799545
7.397260,-18.721461,460.403118
7.579909,-18.721461,464.738908
7.762557,-18.721461,467.889376
7.945205,-18.721461,461.143230
8.127854,-18.721461,468.773440
8.310502,-18.721461,464.852271
8.493151,-18.721461,470.238655
8.675799,-18.721461,468.205078
8.858447,-18.721461,454.557601
9.041096,-18.721461,469.419379
9.223744,-18.721461,474.380993
9.406393,-18.721461,475.692192
9.589041,-18.721461,464.180574
9.771689,-18.721461,468.119096
9.954338,-18.721461,472.495000
10.136986,-18.721461,473.013670
10.319635,-18.721461,475.544884
10.502283,-18.721461,473.946014
10.684932,-18.721461,476.283959
10.867580,-18.721461,471.497035
11.050228,-18.721461,467.299183
11.232877,-18.721461,471.269701
11.415525,-18.721461,471.351786
11.598174,-18.721461,466.876650
11.780822,-18.721461,464.204190
11.963470,-18.721461,468.968845
12.146119,-18.721461,473.439149
12.328767,-18.721461,478.138854
12.511416,-18.721461,470.538503
12.694064,-18.721461,464.928021
12.876712,-18.721461,476.186051
13.059361,-18.721461,474.681140
13.242009,-18.721461,475.600139
13.424658,-18.721461,472.223719
13.607306,-18.721461,478.386226
13.789954,-18.721461,480.356421
13.972603,-18.721461,469.121164
14.155251,-18.721461,470.017679
14.337900,-18.721461,473.626276
14.520548,-18.721461,479.936823
14.703196,-18.721461,477.867006
14.885845,-18.721461,473.145713
15.068493,-18.721461,473.110230
15.251142,-18.721461,477.468410
15.433790,-18.721461,470.104238
15.616438,-18.721461,467.330753
15.799087,-18.721461,475.859077
15.981735,-18.721461,476.681621
16.164384,-18.721461,471.385729
16.347032,-18.721461,474.100027
16.529680,-18.721461,469.193254
16.712329,-18.721461,476.472208
16.894977,-18.721461,464.624996
17.077626,-18.721461,473.837443
17.260274,-18.721461,476.176153
17.442922,-18.721461,478.107843
17.625571,-18.721461,474.485201
17.808219,-18.721461,474.025900
17.990868,-18.721461,479.965852
18.173516,-18.721461,472.844690
18.356164,-18.721461,484.392969
18.538813,-18.721461,477.863436
18.721461,-18.721461,486.122995
18.904110,-18.721461,477.299334
19.086758,-18.721461,481.392882
19.269406,-18.721461,469.622117
19.452055,-18.721461,480.338714
19.634703,-18.721461,485.672360
19.817352,-18.721461,478.648070
20.000000,-18.721461,476.030337
-20.000000,-18.538813,455.633336
-19.817352,-18.538813,457.498812
-19.634703,-18.538813,457.740468
-19.452055,-18.538813,452.572141
-19.269406,-18.538813,452.682432
-19.086758,-18.538813,455.387880
-18.904110,-18.538813,453.270308
-18.721461,-18.538813,450.216996
-18.538813,-18.538813,452.723144
-18.356164,-18.538813,455.462726
-18.173516,-18.538813,460.575657
-17.990868,-18.538813,457.807572
-17.808219,-18.538813,454.719022
-17.625571,-18.538813,454.855185
-17.442922,-18.538813,456.842104
-17.260274,-18.538813,449.545018
-17.077626,-18.538813,455.192389
-16.894977,-18.538813,455.713441
-16.712329,-18.538813,462.650297
-16.529680,-18.538813,449.277460
-16.347032,-18.538813,451.196969
-16.164384,-18.538813,452.382127
-15.981735,-18.538813,447.743656
-15.799087,-18.538813,448.201548
-15.616438,-18.538813,451.240619
-15.433790,-18.538813,454.401900
-15.251142,-18.538813,449.426165
-15.068493,-18.538813,454.532674
-14.885845,-18.538813,461.732824
-14.703196,-18.538813,452.578617
-14.520548,-18.538813,446.398470
-14.337900,-18.538813,445.325384
-14.155251,-18.538813,458.413667
-13.972603,-18.538813,454.157292
-13.789954,-18.538813,461.924193
-13.607306,-18.538813,453.254943
-13.424658,-18.538813,461.076639
-13.242009,-18.538813,447.598594
-13.059361,-18.538813,449.458738
-12.876712,-18.538813,451.353398
-12.694064,-18.538813,455.913763
-12.511416,-18.538813,455.497358
-12.328767,-18.538813,467.086102
-12.146119,-18.538813,444.827208
-11.963470,-18.538813,456.940716
-11.780822,-18.538813,462.479288
-11.598174,-18.538813,455.996219
-11.415525,-18.538813,458.146299
-11.232877,-18.538813,454.537998
-11.050228,-18.538813,460.288445
-10.867580,-18.538813,456.366731
-10.684932,-18.538813,451.368458
-10.502283,-18.538813,454.874505
-10.319635,-18.538813,454.132961
-10.136986,-18.538813,453.564132
-9.954338,-18.538813,465.611803
-9.771689,-18.538813,464.395641
-9.589041,-18.538813,455.087825
-9.406393,-18.538813,451.988015
-9.223744,-18.538813,461.348012
-9.041096,-18.538813,450.324534
-8.858447,-18.538813,455.849501
-8.675799,-18.538813,466.884952
-8.493151,-18.538813,454.343668
-8.310502,-18.538813,459.718655
-8.127854,-18.538813,451.269625
-7.945205,-18.538813,461.153837
-7.762557,-18.538813,453.993207
-7.579909,-18.538813,466.564816
-7.397260,-18.538813,453.943290
-7.214612,-18.538813,457.036053
-7.031963,-18.538813,452.148243
-6.849315,-18.538813,463.059117
-6.666667,-18.538813,459.287418
-6.484018,-18.538813,455.473909
-6.301370,-18.538813,461.451622
-6.118721,-18.538813,454.873917
-5.936073,-18.538813,464.504072
-5.753425,-18.538813,462.382142
-5.570776,-18.538813,461.191096
-5.388128,-18.538813,465.165754
-5.205479,-18.538813,454.854475
-5.022831,-18.538813,461.451539
-4.840183,-18.538813,453.248403
-4.657534,-18.538813,457.954191
-4.474886,-18.538813,460.021204
-4.292237,-18.538813,449.914586
-4.109589,-18.538813,457.216719
-3.926941,-18.538813,457.029972
-3.744292,-18.538813,466.842065
-3.561644,-18.538813,462.672432
-3.378995,-18.538813,456.510241
-3.196347,-18.538813,463.802351
-3.013699,-18.538813,457.354458
-2.831050,-18.538813,451.270682
-2.648402,-18.538813,466.599002
-2.465753,-18.538813,459.921112
-2.283105,-18.538813,456.355765
-2.100457,-18.538813,451.617531
-1.917808,-18.538813,462.594259
-1.735160,-18.538813,453.428986
-1.552511,-18.538813,453.943320
-1.369863,-18.538813,456.582227
-1.187215,-18.538813,460.030485
-1.004566,-18.538813,459.665291
-0.821918,-18.538813,459.963841
-0.639269,-18.538813,463.690874
-0.456621,-18.538813,461.363934
-0.273973,-18.538813,460.804387
-0.091324,-18.538813,463.414176
0.091324,-18.538813,469.543211
0.273973,-18.538813,460.010237
0.456621,-18.538813,455.664718
0.639269,-18.538813,458.687930
0.821918,-18.538813,466.119907
1.004566,-18.538813,459.975514
1.187215,-18.538813,461.188514
1.369863,-18.538813,460.962692
1.552511,-18.538813,465.307921
1.735160,-18.538813,461.814586
1.917808,-18.538813,466.395907
2.100457,-18.538813,466.670726
2.283105,-18.538813,457.990676
2.465753,-18.538813,461.231224
2.648402,-18.538813,461.872663
2.831050,-18.538813,458.606672
3.013699,-18.538813,461.515053
3.196347,-18.538813,457.015928
3.378995,-18.538813,463.502445
3.561644,-18.538813,463.054064
3.744292,-18.538813,471.099323
3.926941,-18.538813,465.623252
4.109589,-18.538813,459.342552
4.292237,-18.538813,470.524163
4.474886,-18.538813,459.663721
4.657534,-18.538813,462.900298
4.840183,-18.538813,468.898512
5.022831,-18.538813,464.609421
5.205479,-18.538813,458.254542
5.388128,-18.538813,461.764503
5.570776,-18.538813,468.280389
5.753425,-18.538813,465.396197
5.936073,-18.538813,461.394985
6.118721,-18.538813,469.750044
6.301370,-18.538813,465.230336
6.484018,-18.538813,463.799381
6.666667,-18.538813,467.767237
6.849315,-18.538813,467.495538
7.031963,-18.538813,460.472972
7.214612,-18.538813,465.823430
7.397260,-18.538813,464.568175
7.579909,-18.538813,470.018949
7.762557,-18.538813,468.699932
7.945205,-18.538813,473.209441
8.127854,-18.538813,467.315993
8.310502,-18.538813,473.902886
8.493151,-18.538813,472.039249
8.675799,-18.538813,469.364965
8.858447,-18.538813,464.070411
9.041096,-18.538813,466.393467
9.223744,-18.538813,471.129842
9.406393,-18.538813,474.784360
9.589041,-18.538813,468.952864
9.771689,-18.538813,467.999850
9.954338,-18.538813,477.073893
10.136986,-18.538813,476.603303
10.319635,-18.538813,473.055634
10.502283,-18.538813,465.636763
10.684932,-18.538813,473.059455
10.867580,-18.538813,472.025178
11.050228,-18.538813,473.702001
11.232877,-18.538813,473.223101
11.415525,-18.538813,473.679154
11.598174,-18.538813,472.575428
11.780822,-18.538813,466.581736
11.963470,-18.538813,468.861070
12.146119,-18.538813,474.332132
12.328767,-18.538813,472.450056
12.511416,-18.538813,469.367964
12.694064,-18.538813,478.051510
12.876712,-18.538813,471.361518
13.059361,-18.538813,472.618586
13.242009,-18.538813,465.999990
13.424658,-18.538813,473.243948
13.607306,-18.538813,470.123157
13.789954,-18.538813,472.152861
13.972603,-18.538813,466.862860
14.155251,-18.538813,478.044284
14.337900,-18.538813,476.288566
14.520548,-18.538813,473.389027
14.703196,-18.538813,467.430473
14.885845,-18.538813,472.171195
15.068493,-18.538813,465.963921
15.251142,-18.538813,479.940275
15.433790,-18.538813,476.707655
15.616438,-18.538813,478.919238
15.799087,-18.538813,475.747820
15.981735,-18.538813,476.939797
16.164384,-18.538813,470.923514
16.347032,-18.538813,476.983136
16.529680,-18.538813,480.384541
16.712329,-18.538813,477.907479
16.894977,-18.538813,478.999281
17.077626,-18.538813,476.733042
17.260274,-18.538813,479.241056
17.442922,-18.538813,475.467499
17.625571,-18.538813,475.647121
17.808219,-18.538813,480.652978
17.990868,-18.538813,475.706325
18.173516,-18.538813,471.177627
18.356164,-18.538813,477.439473
18.538813,-18.538813,486.039690
18.721461,-18.538813,483.782964
18.904110,-18.538813,472.988277
19.086758,-18.538813,474.221531
19.269406,-18.538813,485.526089
19.452055,-18.538813,479.599384
19.634703,-18.538813,474.206150
19.817352,-18.538813,478.579443
20.000000,-18.538813,489.191450
-20.000000,-18.356164,454.852805
-19.817352,-18.356164,452.909827
-19.634703,-18.356164,452.052863
-19.452055,-18.356164,456.011229
-19.269406,-18.356164,462.809177
-19.086758,-18.356164,444.475991
-18.904110,-18.356164,456.254196
-18.721461,-18.356164,453.428635
-18.538813,-18.356164,455.340765
-18.356164,-18.356164,449.993148
-18.173516,-18.356164,459.663898
-17.990868,-18.356164,456.730463
-17.808219,-18.356164,455.606456
-17.625571,-18.356164,453.615567
-17.442922,-18.356164,456.406495
-17.260274,-18.356164,450.872333
-17.077626,-18.356164,455.442685
-16.894977,-18.356164,457.375202
-16.712329,-18.356164,455.257330
-16.529680,-18.356164,459.884355
-16.347032,-18.356164,448.708656
-16.164384,-18.356164,452.237975
-15.981735,-18.356164,455.819887
-15.799087,-18.356164,456.041625
-15.616438,-18.356164,455.315230
-15.433790,-18.356164,450.237874
-15.251142,-18.356164,454.018235
-15.068493,-18.356164,450.921798
-14.885845,-18.356164,449.773438
-14.703196,-18.356164,448.795409
-14.520548,-18.356164,449.885902
-14.337900,-18.356164,452.677028
-14.155251,-18.356164,453.456902
-13.972603,-18.356164,458.236970
-13.789954,-18.356164,453.841363
-13.607306,-18.356164,457.043519
-13.424658,-18.356164,448.955336
-13.242009,-18.356164,451.404020
-13.059361,-18.356164,452.782647
-12.876712,-18.356164,454.540129
-12.694064,-18.356164,448.486549
-12.511416,-18.356164,457.242750
-12.328767,-18.356164,454.524780
-12.146119,-18.356164,446.851671
-11.963470,-18.356164,454.097431
-11.780822,-18.356164,458.937127
-11.598174,-18.356164,455.834057
-11.415525,-18.356164,461.898601
-11.232877,-18.356164,456.656358
-11.050228,-18.356164,456.080075
-10.867580,-18.356164,453.268633
-10.684932,-18.356164,457.683464
-10.502283,-18.356164,457.849001
-10.319635,-18.356164,455.630933
-10.136986,-18.356164,453.590552
-9.954338,-18.356164,451.947763
-9.771689,-18.356164,456.493463
-9.589041,-18.356164,450.433310
-9.406393,-18.356164,452.566765
-9.223744,-18.356164,450.931889
-9.041096,-18.356164,452.254685
-8.858447,-18.356164,446.541391
-8.675799,-18.356164,455.178552
-8.493151,-18.356164,462.011723
-8.310502,-18.356164,453.684204
-8.127854,-18.356164,453.921887
-7.945205,-18.356164,456.877827
-7.762557,-18.356164,454.947222
-7.579909,-18.356164,459.150135
-7.397260,-18.356164,456.862466
-7.214612,-18.356164,462.597201
-7.031963,-18.356164,458.561579
-6.849315,-18.356164,448.497020
-6.666667,-18.356164,451.578734
-6.484018,-18.356164,458.524636
-6.301370,-18.356164,460.412673
-6.118721,-18.356164,449.857001
-5.936073,-18.356164,455.947981
-5.753425,-18.356164,459.079876
-5.570776,-18.356164,455.113876
-5.388128,-18.356164,450.157606
-5.205479,-18.356164,456.191319
-5.022831,-18.356164,460.089734
-4.840183,-18.356164,454.259139
-4.657534,-18.356164,461.640928
-4.474886,-18.356164,457.792526
-4.292237,-18.356164,461.654531
-4.109589,-18.356164,452.125261
-3.926941,-18.356164,452.199676
-3.744292,-18.356164,454.845969
-3.561644,-18.356164,450.017815
-3.378995,-18.356164,458.753236
-3.196347,-18.356164,459.189419
-3.013699,-18.356164,459.742235
-2.831050,-18.356164,461.619671
-2.648402,-18.356164,465.558930
-2.465753,-18.356164,462.712288
-2.283105,-18.356164,459.465561
-2.100457,-18.356164,464.393477
-1.917808,-18.356164,459.019338
-1.735160,-18.356164,460.486128
-1.552511,-18.356164,454.734790
-1.369863,-18.356164,458.460902
-1.187215,-18.356164,461.524877
-1.004566,-18.356164,459.479549
-0.821918,-18.356164,462.634769
-0.639269,-18.356164,456.448280
-0.456621,-18.356164,455.238584
-0.273973,-18.356164,459.175430
-0.091324,-18.356164,454.014129
0.091324,-18.356164,459.556252
0.273973,-18.356164,460.239955
0.456621,-18.356164,466.756805
0.639269,-18.356164,456.530297
0.821918,-18.356164,460.343696
1.004566,-18.356164,456.522016
1.187215,-18.356164,463.121254
1.369863,-18.356164,468.112385
1.552511,-18.356164,457.704535
1.735160,-18.356164,460.145684
1.917808,-18.356164,461.950351
2.100457,-18.356164,459.361482
2.283105,-18.356164,457.184048
2.465753,-18.356164,462.130835
2.648402,-18.356164,457.910606
2.831050,-18.356164,455.464952
3.013699,-18.356164,463.465230
3.196347,-18.356164,466.358563
3.378995,-18.356164,462.480766
3.561644,-18.356164,459.822334
3.744292,-18.356164,463.447103
3.926941,-18.356164,461.108466
4.109589,-18.356164,459.391955
4.292237,-18.356164,460.459537
4.474886,-18.356164,460.779025
4.657534,-18.356164,463.168703
4.840183,-18.356164,465.126800
5.022831,-18.356164,463.321816
5.205479,-18.356164,460.687742
5.388128,-18.356164,466.730891
5.570776,-18.356164,460.903035
5.753425,-18.356164,461.772908
5.936073,-18.356164,455.546489
6.118721,-18.356164,467.966809
6.301370,-18.356164,462.521322
6.484018,-18.356164,461.065277
6.666667,-18.356164,462.223167
6.849315,-18.356164,468.522739
7.031963,-18.356164,462.162578
7.214612,-18.356164,464.061792
7.397260,-18.356164,463.830862
7.579909,-18.356164,469.067181
7.762557,-18.356164,469.235399
7.945205,-18.356164,468.935866
8.127854,-18.356164,464.315186
8.310502,-18.356164,469.843352
8.493151,-18.356164,462.255491
8.675799,-18.356164,463.116034
8.858447,-18.356164,463.463586
9.041096,-18.356164,470.694823
9.223744,-18.356164,463.603804
9.406393,-18.356164,464.262425
9.589041,-18.356164,471.137808
9.771689,-18.356164,466.213581
9.954338,-18.356164,474.931841
10.136986,-18.356164,464.414999
10.319635,-18.356164,470.020198
10.502283,-18.356164,465.653724
10.684932,-18.356164,474.877598
10.867580,-18.356164,463.005129
11.050228,-18.356164,471.419273
11.232877,-18.356164,473.067826
11.415525,-18.356164,472.242833
11.598174,-18.356164,467.270584
11.780822,-18.356164,477.437095
11.963470,-18.356164,464.016215
12.146119,-18.356164,462.877457
12.328767,-18.356164,471.715134
12.511416,-18.356164,473.957217
12.694064,-18.356164,468.182152
12.876712,-18.356164,473.194116
13.059361,-18.356164,474.454805
13.242009,-18.356164,469.439156
13.424658,-18.356164,477.051316
13.607306,-18.356164,468.505508
13.789954,-18.356164,482.851148
13.972603,-18.356164,470.438190
14.155251,-18.356164,467.937781
14.337900,-18.356164,469.650788
14.520548,-18.356164,474.977899
14.703196,-18.356164,476.060284
14.885845,-18.356164,471.895132
15.068493,-18.356164,473.758036
15.251142,-18.356164,472.667155
15.433790,-18.356164,471.674153
15.616438,-18.356164,474.255179
15.799087,-18.356164,467.125495
15.981735,-18.356164,467.666933
16.164384,-18.356164,466.617069
16.347032,-18.356164,475.964981
16.529680,-18.356164,465.293299
16.712329,-18.356164,473.037207
16.894977,-18.356164,475.543870
17.077626,-18.356164,479.202844
17.260274,-18.356164,473.474823
17.442922,-18.356164,479.491023
17.625571,-18.356164,476.289958
17.808219,-18.356164,474.948919
17.990868,-18.356164,475.833419
18.173516,-18.356164,470.004327
18.356164,-18.356164,474.333504
18.538813,-18.356164,480.703215
18.721461,-18.356164,477.174072
18.904110,-18.356164,473.566989
19.086758,-18.356164,479.944002
19.269406,-18.356164,465.484126
19.452055,-18.356164,474.029220
19.634703,-18.356164,479.778624
19.817352,-18.356164,470.349827
20.000000,-18.356164,483.654403
-20.000000,-18.173516,460.643724
-19.817352,-18.173516,451.849833
-19.634703,-18.173516,450.853810
-19.452055,-18.173516,456.413953
-19.269406,-18.173516,452.593889
-19.086758,-18.173516,453.324774
-18.904110,-18.173516,458.016033
-18.721461,-18.173516,450.631406
-18.538813,-18.173516,452.909529
-18.356164,-18.173516,453.028135
-18.173516,-18.173516,456.004417
-17.990868,-18.173516,453.520492
-17.808219,-18.173516,450.444232
-17.625571,-18.173516,451.122899
-17.442922,-18.173516,461.273728
-17.260274,-18.173516,456.655141
-17.077626,-18.173516,453.290449
-16.894977,-18.173516,456.273032
-16.712329,-18.173516,450.594266
-16.529680,-18.173516,454.023376
-16.347032,-18.173516,460.503476
-16.164384,-18.173516,454.805124
-15.981735,-18.173516,455.659889
-15.799087,-18.173516,457.938304
-15.616438,-18.173516,452.997104
-15.433790,-18.173516,462.497506
-15.251142,-18.173516,459.686278
-15.068493,-18.173516,451.673380
-14.885845,-18.173516,453.387630
-14.703196,-18.173516,460.780538
-14.520548,-18.173516,446.915657
-14.337900,-18.173516,452.300778
-14.155251,-18.173516,456.013533
-13.972603,-18.173516,444.973160
-13.789954,-18.173516,454.497409
-13.607306,-18.173516,457.019636
-13.424658,-18.173516,454.967087
-13.242009,-18.173516,445.733688
-13.059361,-18.173516,451.868295
-12.876712,-18.173516,461.906206
-12.694064,-18.173516,455.771948
-12.511416,-18.173516,452.043508
-12.328767,-18.173516,451.909497
-12.146119,-18.173516,454.596985
-11.963470,-18.173516,453.941138
-11.780822,-18.173516,456.835286
-11.598174,-18.173516,454.676918
-11.415525,-18.173516,451.034747
-11.232877,-18.173516,449.026571
-11.050228,-18.173516,461.651700
-10.867580,-18.173516,456.305380
-10.684932,-18.173516,457.116851
-10.502283,-18.173516,455.091980
-10.319635,-18.173516,454.188969
-10.136986,-18.173516,453.536323
-9.954338,-18.173516,456.680470
-9.771689,-18.173516,464.324441
-9.589041,-18.173516,453.980525
-9.406393,-18.173516,456.297718
-9.223744,-18.173516,459.099816
-9.041096,-18.173516,446.641634
-8.858447,-18.173516,456.949037
-8.675799,-18.173516,456.440689
-8.493151,-18.173516,464.751139
-8.310502,-18.173516,455.352726
-8.127854,-18.173516,453.358195
-7.945205,-18.173516,461.941203
-7.762557,-18.173516,457.461464
-7.579909,-18.173516,459.399750
-7.397260,-18.173516,462.249926
-7.214612,-18.173516,456.680590
-7.031963,-18.173516,456.836768
-6.849315,-18.173516,455.354012
-6.666667,-18.173516,454.097459
-6.484018,-18.173516,460.906923
-6.301370,-18.173516,455.537177
-6.118721,-18.173516,459.232294
-5.936073,-18.173516,455.868525
-5.753425,-18.173516,465.500847
-5.570776,-18.173516,465.335018
-5.388128,-18.173516,457.893505
-5.205479,-18.173516,452.950393
-5.022831,-18.173516,455.224445
-4.840183,-18.173516,462.183299
-4.657534,-18.173516,463.112442
-4.474886,-18.173516,456.595416
-4.292237,-18.173516,465.140303
-4.109589,-18.173516,461.984497
-3.926941,-18.173516,460.106186
-3.744292,-18.173516,453.627473
-3.561644,-18.173516,463.323663
-3.378995,-18.173516,463.037150
-3.196347,-18.173516,459.607965
-3.013699,-18.173516,459.448066
-2.831050,-18.173516,466.809778
-2.648402,-18.173516,466.541314
-2.465753,-18.173516,458.052354
-2.283105,-18.173516,457.554035
-2.100457,-18.173516,461.315402
-1.917808,-18.173516,470.819191
-1.735160,-18.173516,457.443094
-1.552511,-18.173516,457.211509
-1.369863,-18.173516,460.184629
-1.187215,-18.173516,452.355552
-1.004566,-18.173516,462.021075
-0.821918,-18.173516,445.325255
-0.639269,-18.173516,464.336408
-0.456621,-18.173516,467.435644
-0.273973,-18.173516,459.049618
-0.091324,-18.173516,457.312238
0.091324,-18.173516,462.472793
0.273973,-18.173516,459.233164
0.456621,-18.173516,466.277009
0.639269,-18.173516,459.814552
0.821918,-18.173516,459.928144
1.004566,-18.173516,463.155326
1.187215,-18.173516,461.149034
1.369863,-18.173516,452.407552
1.552511,-18.173516,459.106813
1.735160,-18.173516,460.394618
1.917808,-18.173516,465.213575
2.100457,-18.173516,452.240772
2.283105,-18.173516,466.855655
2.465753,-18.173516,462.394165
2.648402,-18.173516,457.423992
2.831050,-18.173516,459.456737
3.013699,-18.173516,467.783606
3.196347,-18.173516,464.855143
3.378995,-18.173516,457.980919
3.561644,-18.173516,464.012464
3.744292,-18.173516,465.804417
3.926941,-18.173516,459.798524
4.109589,-18.173516,462.441878
4.292237,-18.173516,458.497437
4.474886,-18.173516,462.449091
4.657534,-18.173516,465.172505
4.840183,-18.173516,471.308168
5.022831,-18.173516,464.051539
5.205479,-18.173516,466.670488
5.388128,-18.173516,465.838810
5.570776,-18.173516,468.033447
5.753425,-18.173516,461.414294
5.936073,-18.173516,476.664411
6.118721,-18.173516,472.106112
6.301370,-18.173516,465.807403
6.484018,-18.173516,464.514304
6.666667,-18.173516,464.546024
6.849315,-18.173516,467.424772
7.031963,-18.173516,465.367714
7.214612,-18.173516,471.473767
7.397260,-18.173516,472.572506
7.579909,-18.173516,469.379572
7.762557,-18.173516,465.424862
7.945205,-18.173516,465.195612
8.127854,-18.173516,463.638233
8.310502,-18.173516,471.033453
8.493151,-18.173516,472.283022
8.675799,-18.173516,470.323258
8.858447,-18.173516,472.482662
9.041096,-18.173516,475.978326
9.223744,-18.173516,469.497744
9.406393,-18.173516,465.362861
9.589041,-18.173516,466.490204
9.771689,-18.173516,475.728189
9.954338,-18.173516,469.077957
10.136986,-18.173516,468.061134
10.319635,-18.173516,476.606443
10.502283,-18.173516,471.296145
10.684932,-18.173516,467.044693
10.867580,-18.173516,472.651170
11.050228,-18.173516,465.918270
11.232877,-18.173516,474.909115
11.415525,-18.173516,468.268777
11.598174,-18.173516,473.186710
11.780822,-18.173516,472.919367
11.963470,-18.173516,472.864813
12.146119,-18.173516,474.844674
12.328767,-18.173516,463.388160
12.511416,-18.173516,470.052012
12.694064,-18.173516,476.983787
12.876712,-18.173516,470.518686
13.059361,-18.173516,477.765961
13.242009,-18.173516,475.443130
13.424658,-18.173516,476.351566
13.607306,-18.173516,477.598833
13.789954,-18.173516,474.517790
13.972603,-18.173516,471.436190
14.155251,-18.173516,473.449507
14.337900,-18.173516,466.273282
14.520548,-18.173516,471.867726
14.703196,-18.173516,480.515758
14.885845,-18.173516,474.727947
15.068493,-18.173516,476.040930
15.251142,-18.173516,469.323433
15.433790,-18.173516,471.117492
15.616438,-18.173516,478.959432
15.799087,-18.173516,471.129731
15.981735,-18.173516,472.937179
16.164384,-18.173516,476.253268
16.347032,-18.173516,473.214081
16.529680,-18.173516,477.059009
16.712329,-18.173516,480.276430
16.894977,-18.173516,479.494388
17.077626,-18.173516,481.930380
17.260274,-18.173516,480.706881
17.442922,-18.173516,479.155189
17.625571,-18.173516,477.299331
17.808219,-18.173516,480.610175
17.990868,-18.173516,480.789302
18.173516,-18.173516,471.613420
18.356164,-18.173516,485.819034
18.538813,-18.173516,478.240561
18.721461,-18.173516,479.761519
18.904110,-18.173516,475.576572
19.086758,-18.173516,484.030697
19.269406,-18.173516,481.520150
19.452055,-18.173516,482.655741
19.634703,-18.173516,481.308989
19.817352,-18.173516,485.322161
20.000000,-18.173516,484.793864
-20.000000,-17.990868,448.285584
-19.817352,-17.990868,451.927749
-19.634703,-17.990868,455.372467
-19.452055,-17.990868,448.614600
-19.269406,-17.990868,450.441888
-19.086758,-17.990868,454.620673
-18.904110,-17.990868,453.890650
-18.721461,-17.990868,450.702858
-18.538813,-17.990868,455.818269
-18.356164,-17.990868,450.494386
-18.173516,-17.990868,453.392715
-17.990868,-17.990868,451.608729
-17.808219,-17.990868,453.965679
-17.625571,-17.990868,450.987014
-17.442922,-17.990868,447.959861
-17.260274,-17.990868,447.518629
-17.077626,-17.990868,454.378443
-16.894977,-17.990868,450.423647
-16.712329,-17.990868,451.217354
-16.529680,-17.990868,456.505811
-16.347032,-17.990868,456.395977
-16.164384,-17.990868,446.876005
-15.981735,-17.990868,454.484425
-15.799087,-17.990868,449.052359
-15.616438,-17.990868,452.254762
-15.433790,-17.990868,445.330007
-15.251142,-17.990868,450.301994
-15.068493,-17.990868,447.687111
-14.885845,-17.990868,455.575244
-14.703196,-17.990868,449.010272
-14.520548,-17.990868,449.432236
-14.337900,-17.990868,451.170314
-14.155251,-17.990868,453.522613
-13.972603,-17.990868,450.405811
-13.789954,-17.990868,449.562120
-13.607306,-17.990868,453.609158
-13.424658,-17.990868,450.128395
-13.242009,-17.990868,452.265192
-13.059361,-17.990868,450.467554
-12.876712,-17.990868,455.190070
-12.694064,-17.990868,456.506927
-12.511416,-17.990868,457.335893
-12.328767,-17.990868,454.304098
-12.146119,-17.990868,451.966906
-11.963470,-17.990868,456.279245
-11.780822,-17.990868,454.181287
-11.598174,-17.990868,448.759537
-11.415525,-17.990868,458.040047
-11.232877,-17.990868,452.775084
-11.050228,-17.990868,457.390489
-10.867580,-17.990868,458.927931
-10.684932,-17.990868,456.523217
-10.502283,-17.990868,454.101361
-10.319635,-17.990868,449.153989
-10.136986,-17.990868,450.852820
-9.954338,-17.990868,461.146478
-9.771689,-17.990868,450.608259
-9.589041,-17.990868,452.387072
-9.406393,-17.990868,457.088269
-9.223744,-17.990868,450.334417
-9.041096,-17.990868,453.264184
-8.858447,-17.990868,449.903654
-8.675799,-17.990868,452.231085
-8.493151,-17.990868,452.665310
-8.310502,-17.990868,454.920004
-8.127854,-17.990868,454.160977
-7.945205,-17.990868,453.312001
-7.762557,-17.990868,446.927245
-7.579909,-17.990868,458.342638
-7.397260,-17.990868,454.858777
-7.214612,-17.990868,457.858406
-7.031963,-17.990868,455.210067
-6.849315,-17.990868,449.306197
-6.666667,-17.990868,462.192488
-6.484018,-17.990868,454.071272
-6.301370,-17.990868,453.430937
-6.118721,-17.990868,454.864685
-5.936073,-17.990868,453.278733
-5.753425,-17.990868,450.250050
-5.570776,-17.990868,458.087778
-5.388128,-17.990868,452.201682
-5.205479,-17.990868,456.885599
-5.022831,-17.990868,456.706734
-4.840183,-17.990868,448.705273
-4.657534,-17.990868,452.462226
-4.474886,-17.990868,448.199729
-4.292237,-17.990868,453.566801
-4.109589,-17.990868,453.920235
-3.926941,-17.990868,454.019959
-3.744292,-17.990868,457.617177
-3.561644,-17.990868,458.188882
-3.378995,-17.990868,455.117872
-3.196347,-17.990868,464.151843
-3.013699,-17.990868,458.848687
-2.831050,-17.990868,457.931692
-2.648402,-17.990868,454.306483
-2.465753,-17.990868,462.338218
-2.283105,-17.990868,455.072345
-2.100457,-17.990868,463.432115
-1.917808,-17.990868,460.752463
-1.735160,-17.990868,449.030825
-1.552511,-17.990868,456.694100
